,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361
diglettalola ,,agility,,ancientpower,,astonish,,,bodyslam,bulldoze,charm,,dig,,earthpower,earthquake,,endure,facade,,finalgambit,fissure,flashcannon,foulplay,,,growl,headbutt,helpinghand,,honeclaws,irondefense,ironhead,,memento,metalclaw,metalsound,,mudshot,mudslap,protect,,rest,,reversal,rockblast,rockslide,rocktomb,,sandattack,sandstorm,scaryface,,,,shadowclaw,,sleeptalk,sludgebomb,,stealthrock,steelbeam,stompingtantrum,stoneedge,substitute,suckerpunch,sunnyday,,swordsdance,takedown,terablast,thief,thrash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dugtrio ,,agility,,,astonish,,,,bodyslam,bulldoze,,charm,,,,dig,,,earthpower,earthquake,,endure,facade,fissure,foulplay,,,gigaimpact,growl,,,,,hyperbeam,,,,mudshot,mudslap,,nightslash,protect,,rest,,reversal,rockblast,rockslide,,rocktomb,,,sandattack,sandstorm,sandtomb,scaryface,,scratch,,,shadowclaw,slash,sleeptalk,sludgebomb,,,stealthrock,stompingtantrum,stoneedge,substitute,suckerpunch,sunnyday,,swordsdance,takedown,terablast,thief,,triattack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dugtrioalola ,,agility,,,astonish,,,bodyslam,bulldoze,charm,,dig,,earthpower,earthquake,,endure,facade,fissure,flashcannon,foulplay,,,gigaimpact,growl,,helpinghand,,,hyperbeam,irondefense,ironhead,,metalclaw,,mudshot,mudslap,nightslash,protect,rest,,reversal,rockblast,rockslide,rocktomb,,,sandattack,sandstorm,sandtomb,,,,shadowclaw,,sleeptalk,sludgebomb,,,stealthrock,steelbeam,stompingtantrum,stoneedge,substitute,suckerpunch,sunnyday,,swordsdance,takedown,terablast,thief,,triattack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meowth ,aerialace,agility,amnesia,,assurance,,,bite,bodyslam,,,charm,chillingwater,,covet,,,darkpulse,,,dig,,,,,endure,facade,fakeout,faketears,falseswipe,feint,,flail,,foulplay,,furyswipes,growl,gunkshot,,,helpinghand,,,hypervoice,hypnosis,icywind,,,,lastresort,metalclaw,,,nastyplot,,,,,,payday,,playrough,powergem,protect,,,,raindance,rest,,,,scratch,screech,,seedbomb,shadowball,shadowclaw,,,,slash,sleeptalk,snarl,,,spite,substitute,sunnyday,,swift,tailwhip,takedown,taunt,terablast,thief,,thunder,thunderbolt,thunderwave,,,trailblaze,,uturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meowthalola ,aerialace,agility,amnesia,,assurance,,bite,bodyslam,,charm,chillingwater,,confuseray,covet,darkpulse,dig,,,,,endure,facade,fakeout,faketears,feint,,flail,flatter,foulplay,,furyswipes,growl,gunkshot,,helpinghand,,hypervoice,hypnosis,icywind,,,,,metalclaw,nastyplot,nightslash,partingshot,,payday,playrough,powergem,protect,,,,raindance,rest,,,,scratch,screech,seedbomb,shadowball,shadowclaw,,,sleeptalk,snarl,,,spite,substitute,sunnyday,,swift,takedown,taunt,terablast,thief,,thunder,thunderbolt,thunderwave,,,trailblaze,,uturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meowthgalar ,aerialace,amnesia,,,bodyslam,brickbreak,charm,covet,crunch,curse,darkpulse,dig,doubleedge,endure,facade,fakeout,faketears,falseswipe,flail,flashcannon,fling,foulplay,furyswipes,growl,gunkshot,,helpinghand,honeclaws,hypervoice,irondefense,ironhead,,,metalclaw,metalsound,metronome,nastyplot,nightslash,,payday,playrough,protect,raindance,rest,,,scratch,screech,seedbomb,shadowball,shadowclaw,slash,sleeptalk,,spite,stealthrock,steelbeam,substitute,sunnyday,swagger,swordsdance,takedown,taunt,terablast,thief,thrash,,thunder,thunderbolt,trailblaze,,uturn,,xscissor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
persian ,aerialace,agility,amnesia,assurance,,,bite,bodyslam,,,charm,chillingwater,,,,,darkpulse,,,dig,,,,,,endure,facade,fakeout,faketears,falseswipe,feint,,,foulplay,,furyswipes,gigaimpact,growl,gunkshot,,helpinghand,,,hyperbeam,hypervoice,,icywind,,,,,metalclaw,,,nastyplot,,,,,payday,playrough,powergem,protect,,,raindance,rest,,,,,scratch,screech,,seedbomb,shadowball,shadowclaw,,,,slash,sleeptalk,snarl,,,,substitute,sunnyday,,swift,switcheroo,takedown,taunt,terablast,thief,,thunder,thunderbolt,thunderwave,,,trailblaze,,uturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
persianalola ,aerialace,agility,amnesia,assurance,,,bite,bodyslam,,,charm,chillingwater,,confuseray,,darkpulse,dig,,,,,endure,facade,fakeout,faketears,feint,,foulplay,,furyswipes,gigaimpact,growl,gunkshot,,helpinghand,,hyperbeam,hypervoice,,icywind,,,,,metalclaw,nastyplot,nightslash,,payday,playrough,powergem,protect,,quash,raindance,rest,,,,,scratch,screech,seedbomb,shadowball,shadowclaw,,,,sleeptalk,snarl,,,,substitute,sunnyday,,swift,switcheroo,takedown,taunt,terablast,thief,,thunder,thunderbolt,thunderwave,,,trailblaze,,uturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perrserker ,amnesia,,,batonpass,bodyslam,brickbreak,charm,chillingwater,closecombat,crunch,darkpulse,dig,endure,facade,fakeout,faketears,falseswipe,fling,foulplay,furyswipes,gigaimpact,growl,gunkshot,,heavyslam,helpinghand,honeclaws,hyperbeam,hypervoice,irondefense,ironhead,,,metalburst,metalclaw,metalsound,metronome,nastyplot,,payday,playrough,protect,raindance,rest,,,scratch,screech,seedbomb,shadowball,shadowclaw,slash,sleeptalk,,stealthrock,steelbeam,substitute,sunnyday,swagger,swordsdance,takedown,taunt,terablast,thief,thrash,,thunder,thunderbolt,trailblaze,,uturn,,xscissor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psyduck ,,amnesia,aquatail,,,blizzard,bodyslam,brickbreak,,,calmmind,,chillingwater,clearsmog,,confuseray,confusion,,crosschop,,dig,disable,,,,,encore,endure,facade,,fling,,,,furyswipes,,,,helpinghand,,,hydropump,hypnosis,icebeam,icepunch,icywind,,lightscreen,liquidation,lowkick,lowsweep,,,metronome,,,mudshot,,,nastyplot,,,,protect,psybeam,psychic,psychup,psyshock,,raindance,,rest,,,,,,scratch,screech,,,shadowclaw,,simplebeam,skillswap,,sleeptalk,,soak,,,substitute,surf,,swift,,tailwhip,takedown,taunt,,terablast,thief,,trailblaze,waterfall,watergun,waterpulse,,,wonderroom,,yawn,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golduck ,,amnesia,aquajet,aquatail,,,blizzard,bodyslam,brickbreak,,,calmmind,,,chillingwater,,confuseray,confusion,,,dig,disable,,,,,encore,endure,facade,,fling,,focusblast,,,,furyswipes,,gigaimpact,grassknot,,,helpinghand,,,hydropump,hyperbeam,icebeam,icepunch,icywind,,,lightscreen,liquidation,lowkick,lowsweep,,,,metronome,,,mudshot,,nastyplot,,,powergem,,protect,psybeam,psychic,psychup,psyshock,,raindance,rest,,,,,,,scratch,screech,,,shadowclaw,,skillswap,,sleeptalk,,soak,,,substitute,surf,,swift,tailwhip,takedown,taunt,,terablast,thief,,trailblaze,waterfall,watergun,waterpulse,,,wonderroom,,,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mankey ,acrobatics,,assurance,,beatup,,bodyslam,brickbreak,bulkup,bulldoze,,closecombat,,counter,covet,crosschop,curse,,,dig,,,drainpunch,,,earthquake,encore,,endure,facade,finalgambit,firepunch,fling,focusblast,focusenergy,,,,furyswipes,gunkshot,,helpinghand,,,icepunch,,,leer,lowkick,lowsweep,,,,metronome,,,,nightslash,outrage,overheat,,,poisonjab,,,protect,,,,,raindance,rest,,,,reversal,,rockslide,,rocktomb,,,scaryface,scratch,screech,,seedbomb,seismictoss,shadowclaw,,sleeptalk,,,,spite,stompingtantrum,stoneedge,,,substitute,sunnyday,swagger,swift,takedown,taunt,terablast,thief,thrash,,thunderbolt,thunderpunch,,,uturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
primeape ,acrobatics,,assurance,,,bodyslam,brickbreak,bulkup,bulldoze,,closecombat,,,,crosschop,,,,dig,,,drainpunch,,,earthquake,encore,,endure,facade,finalgambit,firepunch,fling,focusblast,focusenergy,,,furyswipes,gigaimpact,gunkshot,,helpinghand,,,hyperbeam,icepunch,,,leer,lowkick,lowsweep,,,metronome,,,,outrage,overheat,,,poisonjab,,protect,,,,,ragefist,raindance,rest,,,reversal,,rockslide,,rocktomb,,,scaryface,scratch,screech,,seedbomb,seismictoss,shadowclaw,,sleeptalk,,,,stealthrock,stompingtantrum,stoneedge,,,substitute,sunnyday,swagger,swift,takedown,taunt,terablast,thief,thrash,,thunder,thunderbolt,thunderpunch,,,uturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
annihilape ,acrobatics,assurance,bodyslam,brickbreak,bulkup,bulldoze,closecombat,counter,crosschop,dig,drainpunch,earthquake,encore,endure,facade,finalgambit,firepunch,fling,focusblast,focusenergy,furyswipes,gigaimpact,gunkshot,helpinghand,hyperbeam,icepunch,leer,lowkick,lowsweep,metronome,nightshade,outrage,overheat,phantomforce,poisonjab,protect,ragefist,raindance,rest,reversal,rockslide,rocktomb,scaryface,scratch,screech,seedbomb,seismictoss,shadowball,shadowclaw,shadowpunch,sleeptalk,stealthrock,stompingtantrum,stoneedge,substitute,sunnyday,swagger,swift,takedown,taunt,terablast,thief,thrash,thunder,thunderbolt,thunderpunch,uturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
growlithe ,,agility,,,bite,bodyslam,,,charm,closecombat,,covet,crunch,,dig,doubleedge,doublekick,,,,ember,endure,facade,fireblast,firefang,firespin,,flamecharge,flamethrower,flamewheel,flareblitz,,,heatwave,helpinghand,,howl,,,leer,,morningsun,,,,outrage,overheat,playrough,protect,psychicfangs,,ragingfury,,rest,retaliate,,reversal,roar,,,,scaryface,,,sleeptalk,snarl,,,substitute,sunnyday,,swift,takedown,terablast,thief,thrash,thunderfang,,wildcharge,willowisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
growlithehisui ,agility,bite,bodyslam,closecombat,covet,crunch,dig,doubleedge,doublekick,ember,endure,facade,fireblast,firefang,firespin,flamecharge,flamethrower,flamewheel,flareblitz,headsmash,heatwave,helpinghand,howl,leer,morningsun,outrage,overheat,powergem,protect,psychicfangs,rest,retaliate,reversal,roar,rockblast,rockslide,rocktomb,sandstorm,scaryface,sleeptalk,smartstrike,stealthrock,stoneedge,substitute,sunnyday,takedown,terablast,thrash,thunderfang,willowisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arcanine ,aerialace,agility,,,bite,bodyslam,bulldoze,,,charm,closecombat,,,crunch,,dig,,,,dragonpulse,,ember,endure,extremespeed,facade,fireblast,firefang,firespin,flamecharge,flamethrower,flamewheel,flareblitz,,gigaimpact,,heatwave,helpinghand,,howl,hyperbeam,hypervoice,,ironhead,,,leer,,,,,outrage,overheat,playrough,protect,psychicfangs,,,rest,retaliate,,reversal,roar,,,,,scaryface,,,,sleeptalk,snarl,,solarbeam,,substitute,sunnyday,,,swift,takedown,,terablast,thief,thunderfang,,wildcharge,willowisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arcaninehisui ,aerialace,agility,bite,bodyslam,bulldoze,closecombat,crunch,dig,dragonpulse,ember,endure,extremespeed,facade,fireblast,firefang,firespin,flamecharge,flamethrower,flamewheel,flareblitz,gigaimpact,heatwave,helpinghand,howl,hyperbeam,hypervoice,ironhead,leer,outrage,overheat,powergem,protect,psychicfangs,ragingfury,rest,retaliate,reversal,roar,rockblast,rockslide,rockthrow,rocktomb,sandstorm,scaryface,sleeptalk,smartstrike,snarl,solarbeam,stealthrock,stoneedge,substitute,sunnyday,takedown,terablast,thief,thunderfang,wildcharge,willowisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowpoke ,,amnesia,,,avalanche,belch,bellydrum,,blizzard,block,bodyslam,,,bulldoze,calmmind,,chillingwater,,confusion,curse,dig,disable,,,,,earthquake,,endure,,facade,fireblast,,flamethrower,,foulplay,,,grassknot,growl,,headbutt,healpulse,helpinghand,,hydropump,icebeam,icywind,imprison,,,lightscreen,liquidation,,,,mudshot,,,,,,protect,psybeam,psychic,psychicterrain,psychup,psyshock,,,raindance,,,rest,,,,,,shadowball,,skillswap,,slackoff,sleeptalk,,snowscape,stomp,storedpower,,substitute,sunnyday,surf,,swift,tackle,takedown,,,terablast,thunderwave,,,trick,trickroom,waterfall,watergun,waterpulse,,,,yawn,,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowpokegalar ,acid,amnesia,,avalanche,belch,bellydrum,blizzard,block,bodyslam,,bulldoze,calmmind,chillingwater,confusion,curse,dig,disable,,earthquake,endure,,facade,fireblast,flamethrower,foulplay,,grassknot,growl,,headbutt,healpulse,helpinghand,hydropump,icebeam,icywind,imprison,,lightscreen,liquidation,mudshot,,protect,psybeam,psychic,psychicterrain,psychup,psyshock,raindance,rest,,,,shadowball,skillswap,slackoff,sleeptalk,,snowscape,stomp,storedpower,substitute,sunnyday,surf,swift,tackle,takedown,terablast,thunderwave,,trick,trickroom,waterfall,waterpulse,,,,yawn,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowbro ,,,amnesia,,,avalanche,,blizzard,,bodypress,bodyslam,brickbreak,,,bulldoze,calmmind,,chillingwater,,confusion,,curse,dig,disable,,,,drainpunch,,,earthquake,,endure,,facade,fireblast,,flamethrower,,fling,focusblast,,foulplay,,,futuresight,gigaimpact,grassknot,growl,,headbutt,healpulse,helpinghand,,hydropump,hyperbeam,icebeam,icepunch,icywind,imprison,,irondefense,,lightscreen,liquidation,,,,metronome,,,mudshot,,nastyplot,,,,protect,psybeam,psychic,psychicterrain,psychup,psyshock,,,raindance,,,,rest,,,,,,,,shadowball,,skillswap,,slackoff,sleeptalk,,snowscape,,storedpower,,,substitute,sunnyday,surf,,swift,tackle,takedown,,,terablast,thunderwave,,,trick,trickroom,waterfall,watergun,waterpulse,,,withdraw,,yawn,,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowbrogalar ,acid,acidspray,amnesia,,avalanche,blizzard,bodypress,bodyslam,brickbreak,,,bulldoze,calmmind,chillingwater,confusion,curse,dig,disable,,drainpunch,earthquake,endure,,facade,fireblast,flamethrower,fling,focusblast,foulplay,,gigaimpact,grassknot,growl,gunkshot,,headbutt,healpulse,helpinghand,hydropump,hyperbeam,icebeam,icefang,icepunch,icywind,imprison,irondefense,,lightscreen,liquidation,,,metronome,,mudshot,nastyplot,,poisonjab,powergem,protect,psybeam,psychic,psychicterrain,psychup,psyshock,raindance,,rest,rockblast,,,sandstorm,,scaryface,shadowball,shellsidearm,skillswap,slackoff,sleeptalk,sludgebomb,,,snowscape,storedpower,substitute,sunnyday,surf,swift,tackle,takedown,terablast,thunderwave,,trick,trickroom,venoshock,waterfall,,waterpulse,,,withdraw,,yawn,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
